birthpl,nin,recp,ch71,en71,wsppc,dens71,moldyed,birthlat,birthlong,Schools73new,Schools74new,Schools75new,Schools76new,Schools77new,Schools78new,pop71new,ch71new,totinnew,ninnew,nch71new,atsc71new,en71newish,en71new,nen71new,nen71newish
6201,5.933757781982422,1,18538,.1311160027980804,1.455021977424622,3.242857217788696,6.604740619659424,-2.268068337801759,111.5262521525209,11,11,13,13,22,22,68100,18538,92,4.96277904510498,56947,8929,.1311160027980804,.1567949205636978,.84320509,.86888397
6202,1.242081761360168,0,104663,.2366883903741837,1.787615895271301,1.803234696388245,6.805699348449707,-1.987446021673156,112.6870529245491,24,24,22,22,28,28,178553,52294,148,2.830152750015259,148620,29768,.1667180061340332,.2002960592508316,.79970396,.83328199
6203,3.129615306854248,1,56876,.193192794919014,1.148703932762146,5.591609001159668,7.480709075927734,-1.853370945506984,114.011348081447,23,23,30,30,36,36,240300,70115,178,2.538686275482178,195818,46636,.1940740793943405,.2381599247455597,.76184011,.80592591
6204,3.95911979675293,1,21722,.1150234714150429,1.639055371284485,6.088597774505615,8.775266647338867,-1.881533477984283,114.9647969949606,13,13,11,11,19,19,90855,26109,86,3.293883323669434,74712,17478,.1923724561929703,.2339383214712143,.76606166,.80762756
6205,2.976190567016602,0,28224,.0891557335853577,1.275835871696472,3.039624929428101,6.70977783203125,-.3325139785198711,114.5399823065589,12,12,11,11,19,19,94649,27134,84,3.095746994018555,78373,17311,.1828968077898026,.2208796441555023,.77912033,.81710321
6271,5.861135959625244,0,8872,.2763895094394684,1.679419159889221,11.30500030517578,10.24810314178467,-1.80635176520669,113.7574744314123,2,2,8,8,16,16,27132,6872,52,7.566938400268555,22330,7499,.2763895094394684,.3358262479305267,.66417372,.72361052
6301,2.530761957168579,0,22918,.1441228836774826,1.290670394897461,21.35444831848145,5.474576473236084,-3.820618652835446,114.8910448107728,6,6,12,12,11,11,77456,22918,58,2.53076171875,64869,11175,.1442754566669464,.172270268201828,.8277297,.85572457
6302,3.476927280426025,1,39115,.1082115992903709,.636879563331604,11.13047122955322,6.378043651580811,-3.140120319273632,115.9212789336437,17,17,25,25,26,26,145197,39115,136,3.476927042007446,121160,15712,.1082115992903709,.1296797692775726,.8703202,.89178842
6303,3.103957653045654,1,79898,.1968200653791428,.5435925722122192,56.56618499755859,6.154502391815186,-3.32514963247398,115.0669217099697,13,13,55,55,56,56,285037,79898,248,3.103957414627075,236649,56101,.1968200653791428,.2370641678571701,.76293582,.80317992
6304,2.974056720733643,1,37659,.1546971201896667,.9049176573753357,42.73907089233398,5.380715370178223,-3.082652570267423,114.6189964627601,11,11,22,22,23,23,128089,37659,112,2.974056720733643,107481,19815,.1546971201896667,.1843581646680832,.81564182,.84530288
6305,3.732800960540771,1,23039,.1856479942798615,.9772271513938904,31.19844436645508,6.394072532653809,-2.906256239940185,115.0442311612275,7,7,18,18,18,18,84267,23039,86,3.732800960540771,72097,15644,.1856479942798615,.2169854491949081,.78301454,.81435204
6306,2.600255489349365,1,44611,.2022573798894882,.6579256057739258,97.1826171875,6.473351001739502,-2.723114183921598,115.2001477488231,8,8,28,28,30,30,165502,44611,132,2.958911418914795,141987,33474,.2022573798894882,.235753983259201,.76424599,.79774261
6307,1.425694584846497,0,56113,.2004755437374115,.623616635799408,133.1446990966797,6.535904407501221,-2.61399078595477,115.4238727770733,8,8,12,12,12,12,195989,56113,64,1.140555739402771,167210,39291,.2004755437374115,.234979972243309,.76502001,.79952443
6308,3.08467960357666,1,60298,.1562716364860535,.5324751138687134,79.72681427001953,6.188767910003662,-2.369350685227881,115.4730474846449,12,12,40,40,41,41,220923,60298,186,3.084679365158081,187818,34524,.1562716364860535,.1838162541389465,.81618375,.84372836
6309,2.746995449066162,0,32035,.1914031207561493,.6849406957626343,29.1363410949707,7.363391876220703,-1.88516360828659,115.4858338871666,7,7,18,18,19,19,114972,32035,88,2.746995449066162,97334,22006,.1914031207561493,.2260874956846237,.77391249,.80859685
6371,2.741059541702271,1,78072,.1968594789505005,.4106108844280243,3912.125,9.067927360534668,-3.337660314584345,114.5799239435563,6,6,50,50,51,51,281673,78072,214,2.741059541702271,237233,55450,.1968594789505005,.2337364554405212,.76626354,.80314052
6401,4.556962013244629,1,15800,.0962475910782814,2.42961597442627,3.818035840988159,5.062629222869873,-1.605055442864237,116.197603990414,10,10,6,6,20,20,57030,15800,72,4.556962013244629,48447,5489,.0962475910782814,.1132990717887878,.88670093,.90375239
6402,2.778567314147949,1,63342,.1036759689450264,.9930257201194763,2.646815776824951,7.393780708312988,,,30,30,18,18,40,40,250492,63342,176,2.77856707572937,212984,25970,.1036759689450264,.1219340413808823,.87806594,.89632404
6403,8.285610198974609,1,8207,.1441134065389633,4.700099945068359,1.320358633995056,6.607244491577148,.4494768862383243,116.2991710063781,8,8,6,6,20,20,31954,8207,68,8.285610198974609,27285,4605,.1441134065389633,.1687740534543991,.83122593,.85588658
6404,3.195188283920288,1,31923,.1068297550082207,1.436798930168152,1.584734797477722,7.377392292022705,,,14,14,10,10,27,27,119199,31923,102,3.195188522338867,97072,12734,.1068297550082207,.1311809718608856,.868819,.89317024
6471,2.019103765487671,0,38631,.208235040307045,.6609363555908203,183.3644866943359,9.857439994812012,-1.165646703936901,116.8806744237784,6,6,9,9,24,24,137340,38631,78,2.019103765487671,116070,28599,.208235040307045,.2463944107294083,.7536056,.79176497
6472,2.542877435684204,0,36966,.1972280591726303,.7106696367263794,175.6334686279297,9.339787483215332,-.4336226046706535,117.1838319456227,7,7,11,11,29,29,137521,36966,94,2.542877435684204,113852,27123,.1972280591726303,.2382303327322006,.76176965,.80277193
7101,1.130456447601318,0,116767,.1752501130104065,.5142576098442078,33.59531402587891,6.682590484619141,.6550312752888761,123.9465851836982,17,17,21,21,28,28,408519,116767,132,1.130456328392029,324869,71593,.1752501130104065,.2203749865293503,.779625,.82474989
7102,2.767958402633667,0,59972,.3974981606006622,1.63520872592926,12.9314432144165,7.34013557434082,1.220898686363286,124.7513603007838,16,16,22,22,45,45,211359,59972,166,2.767958402633667,171641,42962,.2032655328512192,.2503015100955963,.74969852,.79673445
7103,1.027252793312073,0,163543,.4372605383396149,1.028183817863464,75.28821563720703,8.30958366394043,3.795858988959962,126.2042441630334,28,28,24,24,32,32,616878,163543,168,1.027252793312073,512234,137180,.2223778516054153,.2678073048591614,.7321927,.77762216
7104,1.83862316608429,0,66354,.3867925405502319,1.343104124069214,51.18772125244141,7.413620948791504,.6885231166169852,122.3654788541027,17,17,19,19,25,25,229395,66354,122,1.83862316608429,191041,44825,.1954053044319153,.2346355020999908,.76536453,.8045947
7171,3.865752935409546,0,22764,.4234362542629242,1.616710424423218,604.3230590820313,8.002398490905762,1.520640490968627,124.8579733300996,4,4,24,24,16,16,82320,22764,88,3.865752935409546,67876,16633,.202052965760231,.2450497895479202,.75495023,.79794705
7172,2.326609373092651,0,42981,.4790889024734497,1.054818153381348,552.8407592773438,9.769271850585938,1.477331899490994,125.1479213295131,3,3,20,20,27,27,169684,42981,100,2.326609373092651,144975,41583,.2450614124536514,.2868287563323975,.71317124,.7549386
7173,1.027252793312073,0,163543,.4372605383396149,1.028183817863464,,8.124630928039551,.5249591038255408,123.1046433988824,,,,,,,616878,163543,168,1.027252793312073,512234,137180,.2223778516054153,.2678073048591614,.7321927,.77762216
7201,2.652519941329956,1,49010,.2128201723098755,.8579730987548828,15.06117343902588,8.078859329223633,,,15,15,18,18,32,32,181698,49010,130,2.652519941329956,150111,38669,.2128201723098755,.257602721452713,.74239731,.78717983
7202,2.382584095001221,1,61278,.2045051455497742,.861815869808197,7.587798595428467,8.212342262268066,-1.148229446029021,122.7046139035935,21,21,20,20,32,32,212557,61278,146,2.3825843334198,175511,43469,.2045051455497742,.2476710826158524,.75232893,.79549485
7203,2.378660202026367,1,105942,.1885242611169815,.5766958594322205,25.45833587646484,7.206368446350098,,,17,17,32,32,77,77,398092,105942,252,2.378659963607788,327573,75050,.1885242611169815,.2291092425584793,.77089077,.81147575
7204,3.081361055374146,1,30506,.1622552871704102,.8474797010421753,15.95410346984863,8.337491989135742,-1.773056097388018,121.2270177770353,12,12,10,10,25,25,121315,30506,94,3.081361055374146,95545,19684,.1622552871704102,.2060181051492691,.79398191,.83774471
7301,2.249770402908325,0,21780,.1326301842927933,.9537721872329712,102.2668914794922,7.106407165527344,-6.560153290274905,120.7192418222788,5,6,9,9,10,10,92342,21780,49,2.249770402908325,80189,12248,.1326373666524887,.1527391523122787,.84726083,.86736262
7302,1.433287024497986,0,69072,.1705713421106339,.4843372106552124,226.0320587158203,6.696173667907715,-5.435705264946893,120.2352893553244,10,9,19,19,21,21,260841,69072,99,1.433287024497986,215852,44492,.1705713421106339,.2061227113008499,.7938773,.82942867
7303,1.711652398109436,0,22785,.1253667175769806,.667390763759613,225.5202026367188,4.964653491973877,-5.48899541916527,119.994105232752,4,5,7,7,8,8,89306,22785,39,1.711652398109436,73411,11196,.1253667175769806,.1525112092494965,.84748876,.87463331
7304,1.100458860397339,0,53614,.1487300843000412,.5291692614555359,271.8224792480469,5.477076053619385,-5.585529014050246,119.7103602699927,7,8,11,11,11,11,200605,53614,59,1.100458741188049,165537,29836,.1487300843000412,.1802376508712769,.81976235,.8512699
7305,1.596408128738403,0,40090,.1157564893364906,.6111515164375305,269.0529174804688,5.535703182220459,-5.421431614874693,119.4030597180347,8,8,12,12,12,12,152553,40090,64,1.596408128738403,129932,17659,.1157564893364906,.1359095573425293,.86409044,.88424349
7306,.9575183987617493,0,105481,.1315324008464813,.338751494884491,204.7881011962891,5.737930297851563,-5.321414388691801,119.7238273997062,19,12,17,17,18,18,385616,105481,101,.9575183987617493,320173,50721,.1315324008464813,.1584174782037735,.84158254,.86846757
7307,1.445266723632813,0,40131,.1175793409347534,.5857483148574829,182.2121887207031,5.270309448242188,-5.212805321108403,120.1442975033509,7,7,11,11,11,11,149414,40131,58,1.445266723632813,122280,17568,.1175793409347534,.1436702609062195,.85632974,.88242066
7308,.5908243060112,0,150637,.031138651072979,.1632433980703354,130.9372711181641,4.753363609313965,-5.007366460418424,119.7255952876109,10,8,13,13,18,18,197424,54532,80,1.467028498649597,163356,18588,.0941526889801025,.1137882918119431,.88621169,.90584731
7309,2.915719270706177,1,54532,.1285861879587173,.6678063273429871,121.9419403076172,6.65775728225708,-4.790064783496804,119.6325973570964,9,10,55,55,15,15,205169,53586,159,2.967193126678467,170075,25386,.1237321421504021,.1492635607719421,.85073644,.87626785
7310,1.045049071311951,0,53586,.1185510456562042,.4086972177028656,184.5045013427734,6.805577754974365,-4.438315150813954,119.6903962475628,6,7,10,10,50,50,132718,34528,133,3.851946115493774,112581,24323,.183268278837204,.2160488963127136,.7839511,.81673169
7311,5.908248424530029,0,34528,.6052246689796448,1.865622878074646,112.9497909545898,5.867955207824707,-4.695483269700967,120.1308326844734,23,23,37,37,18,18,596943,87260,156,1.787760734558105,487947,80323,.134557232260704,.1646141856908798,.8353858,.86544275
7312,1.369327068328857,0,56232,.1566975563764572,.4529005587100983,169.7049255371094,6.896485805511475,-4.339711776535857,119.8906238420731,9,8,15,15,15,15,230625,56232,77,1.369327068328857,196923,36139,.1567002683877945,.1835184246301651,.81648159,.84329975
7313,1.417083024978638,0,84681,.149929404258728,.4732283353805542,128.5814056396484,5.561470508575439,-4.011024717352792,120.1688633016937,15,13,23,23,23,23,322225,84681,120,1.417083024978638,280220,48311,.149929404258728,.1724038273096085,.82759619,.8500706
7314,1.458338022232056,0,45257,.1253276616334915,.5058979392051697,96.43547821044922,6.349957466125488,-3.812346623496513,119.9680670880892,9,9,12,12,12,12,181588,45257,66,1.458337903022766,153315,22758,.1253276616334915,.1484394818544388,.85156053,.87467235
7315,1.217791676521301,0,67335,.1174413487315178,.4727319180965424,131.6075439453125,7.187772274017334,-3.6257542527536,119.6010134218047,12,10,15,15,15,15,258214,67335,82,1.217791676521301,212341,30325,.1174413487315178,.1428127437829971,.85718727,.88255864
7316,1.377616763114929,0,33391,.2017335295677185,.6440894603729248,67.82754516601563,8.004049301147461,-3.507703333307393,119.8726982993969,5,7,8,8,9,9,121140,33391,46,1.377616763114929,98323,24348,.2009905874729156,.2476328015327454,.7523672,.79900944
7317,1.675289511680603,0,81180,.169814333319664,.517331063747406,18.32735633850098,7.726893901824951,-2.602752958573177,120.5430289150278,16,18,24,24,27,27,326062,81180,136,1.675289511680603,267428,55370,.169814333319664,.2070463895797729,.79295361,.83018565
7318,1.238069534301758,0,88848,.1498268097639084,.4026297628879547,98.87274169921875,7.848548889160156,-3.016339656341362,119.7607697458454,11,11,21,21,23,23,316986,88848,110,1.238069534301758,250451,47493,.1498268097639084,.1896299123764038,.81037009,.85017318
7319,1.400103807449341,0,82851,.167907789349556,.4248291254043579,65.5706787109375,6.057608604431152,-3.118381432068912,119.2435277912045,10,10,23,23,25,25,313559,82851,116,1.400103807449341,257880,52649,.167907789349556,.2041608542203903,.79583913,.83209223
7320,1.868498086929321,0,19802,.1665378510951996,.7826417684555054,83.25421905517578,6.811462879180908,-3.151113336817623,118.9287002148965,4,5,6,6,8,8,78925,19802,37,1.868498206138611,66053,13144,.1665378510951996,.1989917159080505,.80100828,.83346212
7321,2.470660924911499,0,17809,.1601739674806595,1.019449353218079,6.300235271453857,6.130757331848145,-2.098848410105292,119.4206783273041,6,8,7,7,8,8,69668,17809,44,2.470660924911499,58193,11159,.1601739674806595,.1917584538459778,.80824155,.83982605
7371,1.156349658966064,0,107234,.2371229529380798,.4572091698646545,2470.261474609375,10.02271842956543,-5.1412392372379,119.4581826283689,11,13,20,20,30,30,434766,107234,124,1.156349658966064,364837,103093,.2371229529380798,.2825727760791779,.71742725,.76287705
7372,1.76678454875946,0,18678,.2103862762451172,.6964625716209412,732.7070922851563,9.793904304504395,-4.031131109563334,119.6593810937714,4,5,5,5,7,7,72538,18678,33,1.766784429550171,59854,15261,.2103862762451172,.2549704313278198,.74502957,.78961372
7401,2.116228103637695,1,85057,.1674843728542328,.6582344174385071,46.48522186279297,6.684916973114014,-5.120118354319896,122.3960167018871,20,20,25,25,45,45,300434,85057,180,2.116228103637695,249857,50318,.1674843728542328,.2013871967792511,.79861283,.8325156
7402,3.291855812072754,1,45567,.1625655740499496,.8234106302261353,31.51708602905273,6.839282035827637,-4.827091135710365,122.7492797412477,8,8,24,24,43,43,154024,45567,150,3.291856050491333,124068,25039,.1625655740499496,.2018167525529861,.79818326,.83743441
7403,2.399817228317261,1,52504,.1876789778470993,.9963046312332153,11.52718448638916,7.933015823364258,-3.728885166968943,122.1344912675917,15,15,15,15,33,33,189968,52504,126,2.399816989898682,152016,35653,.1876789778470993,.2345345169305801,.7654655,.81232101
7404,3.338898181915283,0,17970,.1775188744068146,1.303211212158203,6.759844779968262,7.395840167999268,-3.739675843574596,121.4444030423979,7,7,6,6,17,17,69694,17970,60,3.338898181915283,56302,12372,.1775188744068146,.2197435200214386,.78025651,.82248116
8101,1.164983868598938,0,72104,.2190458625555038,.6018674969673157,10.17879581451416,8.691858291625977,-6.897777094043393,131.8084035180127,9,9,8,8,16,16,254134,72104,66,.9153445363044739,186458,55667,.2190458625555038,.2985498011112213,.70145023,.78095412
8102,1.327152490615845,0,105489,.0351360626518726,.5189352631568909,13.13650703430176,6.92453670501709,-3.292971984125484,128.5352077229522,17,17,21,21,32,32,378870,105489,140,1.327152609825134,339800,73411,.1937630325555801,.2160417884588242,.7839582,.80623698
8103,8.598269462585449,0,18841,.9930030703544617,3.094149589538574,3.099345445632935,7.646796226501465,1.709867579086707,127.9277782266765,26,26,26,26,38,38,376305,100274,180,1.795081377029419,252347,69115,.1836675107479095,.2738887369632721,.72611129,.81633246
8104,8.598269462585449,0,18841,.9930030703544617,3.094149589538574,33.64447021484375,7.511744499206543,-.3181089343391419,127.3995712648632,,,,,,,376305,100274,180,1.795081377029419,57450,13312,.0353755615651608,.2317145317792892,.76828545,.96462446
8171,2.135231256484985,0,19670,.2683585286140442,.8350746035575867,211.2360687255859,10.28197765350342,-3.676894970728844,128.1824797540201,3,3,5,5,13,13,79636,19670,42,2.135231494903564,67005,21371,.2683585286140442,.318946361541748,.68105364,.73164147
8201,1.558201313018799,1,41073,.0920000001788139,1.752639043952616,.0167159537003504,4.130154609680176,,,6,18,10,10,10,10,160727,41073,64,1.558201313018799,18360,7628,.0474593564867973,.4154683947563171,.58453161,.95254064
8202,1.143066167831421,1,43742,.0027999999001622,1.90626060962677,1.677715659141541,2.565858364105225,,,10,12,7,7,7,7,174872,43742,50,1.143066167831421,1165,250,.0014296170556918,.2145922780036926,.78540772,.99857038
8203,2.703232049942017,1,25525,.1899999976158142,2.136680364608765,.9380254745483398,7.857112407684326,,,6,21,11,11,10,10,100753,25525,69,2.703232288360596,38313,11143,.1105972006917,.2908412218093872,.70915878,.88940281
8204,1.338130116462708,1,45586,.0097700003534555,2.011075735092163,1.929180502891541,2.660921096801758,,,8,17,9,9,9,9,155483,45586,61,1.338130116462708,2877,761,.0048944260925055,.2645116448402405,.73548836,.99510556
8205,3.083607912063599,1,14269,.1669999957084656,3.448463916778564,.5720673799514771,6.78394889831543,,,4,8,8,8,8,8,50907,14269,44,3.083607912063599,11480,4606,.0904787182807922,.401219516992569,.59878051,.90952128
8206,1.766478419303894,1,28871,.0931999981403351,1.941949844360352,1.490461230278015,6.66447114944458,,,4,15,8,8,8,8,106713,28871,51,1.766478538513184,19938,5377,.0503874868154526,.2696860134601593,.73031402,.9496125
8207,2.751525402069092,1,16718,.1270000040531158,2.85628867149353,.9133796095848083,4.461219310760498,,,4,12,8,8,8,8,63837,16718,48,2.871156930923462,11750,4397,.0688785463571548,.374212771654129,.62578726,.93112147
8208,2.269779443740845,1,15420,.0729999989271164,3.423489809036255,1.361677169799805,7.601933479309082,,,4,5,6,6,6,6,50888,15420,33,2.140077829360962,4415,1872,.0367866680026054,.4240090548992157,.57599092,.96321332
8209,2.398604393005371,1,18344,.119999997317791,1.687135100364685,18.93354606628418,8.378159523010254,,,4,8,8,8,8,8,59260,18344,44,2.39860463142395,17909,7106,.119912251830101,.3967837393283844,.60321629,.88008773
8271,2.703232049942017,1,25525,.1899999976158142,,,9.019133567810059,,,,,,,,,100753,25525,69,2.703232288360596,38313,11143,.1105972006917,.2908412218093872,.70915878,.88940281
